user_id,action_date,action_name,error_message,device
282944,2022-07-29,checkout_data-strategy_completepayment.click.success,NULL,desktop
282946,2022-07-27,courseslanding_start_now.click,NULL,desktop
282948,2022-07-29,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
282956,2022-07-29,checkout_annual_completepayment.click.fail,"number field is required",desktop
282958,2022-07-29,courseslanding_start_now.click,NULL,desktop
282960,2022-08-04,checkout_annual_completepayment.click.fail,"year field is required",desktop
282967,2022-07-29,courseslanding_start_now.click,NULL,desktop
282973,2022-07-29,courseslanding_start_now.click,NULL,desktop
282977,2022-07-29,courseslanding_start_now.click,NULL,desktop
282979,2022-07-29,courseslanding_start_now.click,NULL,desktop
282984,2022-07-29,courseslanding_start_now.click,NULL,desktop
282986,2022-08-04,checkout_lifetime_completepayment.click.success,NULL,desktop
282987,2022-07-29,courseslanding_start_now.click,NULL,desktop
282995,2022-08-04,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282998,2023-01-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
282999,2023-01-16,courseslanding_start_now.click,NULL,mobile
283005,2022-08-03,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283008,2022-12-29,checkout_annual_completepayment.click.success,NULL,desktop
283011,2022-07-29,courseslanding_start_now.click,NULL,desktop
283017,2022-08-15,courseslanding_start_now.click,NULL,mobile
283018,2022-07-29,courseslanding_start_now.click,NULL,desktop
283019,2022-07-29,courseslanding_start_now.click,NULL,mobile
283020,2022-07-29,courseslanding_start_now.click,NULL,mobile
283023,2022-08-01,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile
283025,2022-08-02,checkout_annual_completepayment.click.success,NULL,desktop
283026,2022-07-29,checkout_sql-for-data-science-interviews_completepayment.click.fail,"year field is required",desktop
283029,2022-07-30,checkout_annual_completepayment.click.fail,"year field is required",desktop
283031,2022-07-30,checkout_annual_completepayment.click.success,NULL,desktop
283033,2022-07-30,checkout_data-strategy_completepayment.click.fail,"Your card is not supported for this currency. Please use a Visa or MasterCard card",desktop
283038,2022-07-30,checkout_annual_completepayment.click.fail,"number field is required",mobile
283045,2022-07-30,courseslanding_start_now.click,NULL,desktop
283052,2022-07-30,courseslanding_start_now.click,NULL,mobile
283053,2022-07-30,courseslanding_start_now.click,NULL,desktop
283075,2022-07-30,checkout_data-strategy_completepayment.click.fail,"number field is required",mobile
283082,2022-07-30,courseslanding_start_now.click,NULL,desktop
283115,2022-08-27,checkout_annual_completepayment.click.success,NULL,desktop
283116,2022-07-30,checkout_annual_completepayment.click.fail,"State field is required",desktop
283122,2022-07-30,courseslanding_start_now.click,NULL,desktop
283123,2023-01-29,checkout_annual_completepayment.click.success,NULL,desktop
283124,2022-07-30,courseslanding_start_now.click,NULL,desktop
283130,2022-07-30,checkout_annual_completepayment.click.success,NULL,desktop
283132,2022-07-30,checkout_data-strategy_completepayment.click.fail,"year field is required",mobile
283133,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
283147,2022-07-30,courseslanding_start_now.click,NULL,desktop
283162,2022-07-31,checkout_monthly_completepayment.click.fail,"year field is required",mobile
283173,2022-07-31,courseslanding_start_now.click,NULL,desktop
283176,2022-07-31,checkout_data-strategy_completepayment.click.success,NULL,mobile
283180,2022-07-31,courseslanding_start_now.click,NULL,desktop
283206,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop
283215,2022-07-31,courseslanding_start_now.click,NULL,mobile
283217,2022-07-31,courseslanding_start_now.click,NULL,desktop
283218,2022-10-15,courseslanding_start_now.click,NULL,mobile
283222,2022-07-31,courseslanding_start_now.click,NULL,desktop
283228,2022-07-31,courseslanding_start_now.click,NULL,mobile
283238,2022-07-31,courseslanding_start_now.click,NULL,desktop
283239,2022-07-31,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
283258,2022-07-31,courseslanding_start_now.click,NULL,desktop
283259,2022-07-31,courseslanding_start_now.click,NULL,desktop
283264,2022-07-31,courseslanding_start_now.click,NULL,desktop
283265,2022-07-31,courseslanding_start_now.click,NULL,desktop
283280,2022-07-31,courseslanding_start_now.click,NULL,desktop
283286,2022-07-31,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
283291,2022-07-31,courseslanding_start_now.click,NULL,desktop
283300,2022-08-03,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283310,2022-08-01,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",desktop
283318,2022-08-01,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
283323,2022-08-01,courseslanding_start_now.click,NULL,mobile
283325,2022-08-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283328,2022-08-01,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283330,2022-08-01,courseslanding_start_now.click,NULL,desktop
283342,2022-08-01,courseslanding_start_now.click,NULL,desktop
283353,2022-08-01,courseslanding_start_now.click,NULL,desktop
283357,2022-08-04,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
283368,2022-08-01,courseslanding_start_now.click,NULL,desktop
283373,2022-08-01,courseslanding_start_now.click,NULL,desktop
283376,2022-08-01,courseslanding_start_now.click,NULL,mobile
283382,2022-09-27,courseslanding_start_now.click,NULL,desktop
283396,2022-08-01,courseslanding_start_now.click,NULL,mobile
283398,2022-08-01,courseslanding_start_now.click,NULL,desktop
283400,2022-08-01,checkout_lifetime_completepayment.click.fail,"lastName field is required",desktop
283406,2022-08-05,checkout_annual_completepayment.click.success,NULL,desktop
283407,2022-08-01,courseslanding_start_now.click,NULL,mobile
283414,2022-08-01,courseslanding_start_now.click,NULL,desktop
283417,2022-08-01,courseslanding_start_now.click,NULL,desktop
283423,2022-08-01,courseslanding_start_now.click,NULL,desktop
283452,2022-08-07,checkout_annual_completepayment.click.success,NULL,desktop
283456,2022-08-05,checkout_monthly_completepayment.click.success,NULL,desktop
283462,2022-08-01,courseslanding_start_now.click,NULL,mobile
283473,2022-08-01,checkout_sql-for-data-science-interviews_completepayment.click.success,NULL,desktop
283479,2022-10-14,courseslanding_start_now.click,NULL,mobile
283482,2022-08-01,courseslanding_start_now.click,NULL,desktop
283486,2022-08-01,courseslanding_start_now.click,NULL,desktop
283491,2022-08-01,courseslanding_start_now.click,NULL,desktop
283493,2022-10-08,courseslanding_start_now.click,NULL,desktop
283494,2023-01-19,courseslanding_start_now.click,NULL,desktop
283500,2022-08-02,courseslanding_start_now.click,NULL,desktop
283505,2022-08-02,courseslanding_start_now.click,NULL,desktop
283510,2022-09-08,checkout_monthly_completepayment.click.success,NULL,desktop
283516,2022-08-02,courseslanding_start_now.click,NULL,desktop
283519,2022-08-02,courseslanding_start_now.click,NULL,desktop
283522,2022-08-02,courseslanding_start_now.click,NULL,mobile
283526,2022-08-02,courseslanding_start_now.click,NULL,desktop
283542,2022-08-02,courseslanding_start_now.click,NULL,desktop
283550,2022-08-02,courseslanding_start_now.click,NULL,desktop
283572,2022-08-02,courseslanding_start_now.click,NULL,desktop
283573,2022-08-03,checkout_monthly_completepayment.click.success,NULL,desktop
283576,2022-08-09,checkout_annual_completepayment.click.success,NULL,desktop
283583,2022-08-02,courseslanding_start_now.click,NULL,desktop
283584,2022-08-02,courseslanding_start_now.click,NULL,desktop
283587,2022-08-02,courseslanding_start_now.click,NULL,desktop
283590,2022-08-02,courseslanding_start_now.click,NULL,mobile
283591,2022-08-02,checkout_data-strategy_completepayment.click.success,NULL,desktop
283594,2022-08-02,courseslanding_start_now.click,NULL,desktop
283596,2022-08-02,courseslanding_start_now.click,NULL,desktop
283598,2022-08-02,checkout_monthly_completepayment.click.success,NULL,desktop
283607,2022-08-02,courseslanding_start_now.click,NULL,desktop
283609,2022-08-02,courseslanding_start_now.click,NULL,desktop
283610,2022-08-02,courseslanding_start_now.click,NULL,desktop
283612,2022-09-24,checkout_annual_completepayment.click.fail,"number field is required",desktop
283614,2022-08-04,courseslanding_start_now.click,NULL,mobile
283622,2022-08-02,courseslanding_start_now.click,NULL,desktop
283623,2022-08-09,checkout_annual_completepayment.click.success,NULL,desktop
283626,2022-08-02,courseslanding_start_now.click,NULL,desktop
283639,2022-08-03,courseslanding_start_now.click,NULL,mobile
283650,2022-08-03,courseslanding_start_now.click,NULL,desktop
283653,2022-08-04,courseslanding_start_now.click,NULL,mobile
283662,2022-08-28,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
283663,2022-08-03,courseslanding_start_now.click,NULL,mobile
283666,2022-08-03,courseslanding_start_now.click,NULL,desktop
283667,2022-08-03,courseslanding_start_now.click,NULL,mobile
283686,2022-11-03,courseslanding_start_now.click,NULL,mobile
283691,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
283693,2022-08-03,courseslanding_start_now.click,NULL,desktop
283695,2022-08-03,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop
283696,2022-08-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283697,2022-08-03,courseslanding_start_now.click,NULL,desktop
283700,2022-08-03,courseslanding_start_now.click,NULL,mobile
283704,2022-08-03,courseslanding_start_now.click,NULL,desktop
283708,2022-08-03,courseslanding_start_now.click,NULL,mobile
283720,2022-08-04,checkout_annual_completepayment.click.success,NULL,desktop
283724,2022-08-03,courseslanding_start_now.click,NULL,desktop
283725,2022-08-03,courseslanding_start_now.click,NULL,mobile
283730,2022-08-03,courseslanding_start_now.click,NULL,desktop
283731,2022-08-03,courseslanding_start_now.click,NULL,desktop
283745,2022-08-04,checkout_quarterly_completepayment.click.success,NULL,desktop
283750,2022-08-03,courseslanding_start_now.click,NULL,mobile
283759,2022-08-03,courseslanding_start_now.click,NULL,desktop
283760,2022-08-03,courseslanding_start_now.click,NULL,desktop
283761,2022-08-03,courseslanding_start_now.click,NULL,desktop
283766,2022-08-03,courseslanding_start_now.click,NULL,desktop
283769,2022-08-03,courseslanding_start_now.click,NULL,desktop
283770,2022-08-03,courseslanding_start_now.click,NULL,desktop
283782,2022-10-15,courseslanding_start_now.click,NULL,mobile
283792,2022-08-04,courseslanding_start_now.click,NULL,mobile
283799,2022-08-04,courseslanding_start_now.click,NULL,desktop
283800,2022-08-04,courseslanding_start_now.click,NULL,desktop
283806,2022-08-08,checkout_annual_completepayment.click.success,NULL,desktop
283808,2022-08-04,courseslanding_start_now.click,NULL,desktop
283809,2022-08-04,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283819,2022-08-08,courseslanding_start_now.click,NULL,desktop
283822,2022-08-04,courseslanding_start_now.click,NULL,desktop
283829,2022-08-04,courseslanding_start_now.click,NULL,desktop
283830,2022-08-04,courseslanding_start_now.click,NULL,desktop
283831,2022-08-04,checkout_data-strategy_completepayment.click.success,NULL,desktop
283833,2022-08-04,checkout_business_completepayment.click.success,NULL,desktop
283840,2022-07-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
283841,2022-08-04,courseslanding_start_now.click,NULL,mobile
283845,2022-08-04,courseslanding_start_now.click,NULL,desktop
283846,2023-01-29,courseslanding_start_now.click,NULL,desktop
283851,2022-08-04,courseslanding_start_now.click,NULL,desktop
283852,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop
283854,2022-08-26,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
283859,2022-08-05,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
283862,2022-10-17,courseslanding_start_now.click,NULL,desktop
283891,2022-08-16,courseslanding_start_now.click,NULL,desktop
283920,2022-08-04,courseslanding_start_now.click,NULL,desktop
283921,2022-08-04,courseslanding_start_now.click,NULL,desktop
283923,2022-08-11,checkout_annual_completepayment.click.fail,"year field is required",desktop
283925,2022-08-15,courseslanding_start_now.click,NULL,desktop
283927,2022-08-04,checkout_annual_completepayment.click.fail,"year field is required",desktop
283942,2022-08-05,courseslanding_start_now.click,NULL,desktop
283944,2022-08-05,courseslanding_start_now.click,NULL,desktop
283957,2022-08-05,courseslanding_start_now.click,NULL,mobile
283960,2022-08-05,courseslanding_start_now.click,NULL,desktop
283961,2022-08-05,courseslanding_start_now.click,NULL,desktop
283963,2022-08-05,courseslanding_start_now.click,NULL,desktop
283973,2022-08-02,courseslanding_start_now.click,NULL,desktop
283985,2022-08-05,courseslanding_start_now.click,NULL,desktop
283993,2022-08-05,courseslanding_start_now.click,NULL,desktop
283995,2022-08-05,courseslanding_start_now.click,NULL,desktop
283996,2022-08-05,courseslanding_start_now.click,NULL,mobile
284001,2022-08-05,courseslanding_start_now.click,NULL,desktop
284011,2022-08-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
284015,2022-10-14,courseslanding_start_now.click,NULL,desktop
284019,2022-08-05,courseslanding_start_now.click,NULL,desktop
284020,2022-10-14,courseslanding_start_now.click,NULL,desktop
284024,2022-08-05,courseslanding_start_now.click,NULL,desktop
284028,2022-08-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
284029,2022-12-25,courseslanding_start_now.click,NULL,desktop
284032,2022-08-05,courseslanding_start_now.click,NULL,desktop
284042,2022-08-05,courseslanding_start_now.click,NULL,desktop
284044,2022-08-05,courseslanding_start_now.click,NULL,desktop
284049,2022-08-05,courseslanding_start_now.click,NULL,desktop
284063,2022-08-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
284066,2022-08-05,checkout_annual_completepayment.click.fail,"State field is required",desktop
284067,2022-08-05,checkout_annual_completepayment.click.success,NULL,desktop
284076,2022-08-06,courseslanding_start_now.click,NULL,mobile
284080,2022-08-08,courseslanding_start_now.click,NULL,mobile
284083,2022-08-06,courseslanding_start_now.click,NULL,desktop
284091,2022-08-06,courseslanding_start_now.click,NULL,desktop
284093,2022-08-06,courseslanding_start_now.click,NULL,mobile
284097,2022-08-06,courseslanding_start_now.click,NULL,desktop
284106,2022-08-06,courseslanding_start_now.click,NULL,desktop
284119,2022-08-06,courseslanding_start_now.click,NULL,mobile
284124,2022-08-06,courseslanding_start_now.click,NULL,mobile
284126,2022-08-06,courseslanding_start_now.click,NULL,desktop
284128,2022-10-27,courseslanding_start_now.click,NULL,desktop
284130,2022-08-06,courseslanding_start_now.click,NULL,desktop
284141,2022-08-13,checkout_annual_completepayment.click.fail,"year field is required",mobile
284152,2022-08-06,checkout_annual_completepayment.click.success,NULL,desktop
284166,2022-08-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
284167,2022-08-06,checkout_annual_completepayment.click.success,NULL,desktop
284173,2022-08-06,courseslanding_start_now.click,NULL,desktop
284180,2022-08-11,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
284184,2022-08-06,courseslanding_start_now.click,NULL,mobile
284191,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
284194,2022-08-06,courseslanding_start_now.click,NULL,desktop
284197,2022-08-06,courseslanding_start_now.click,NULL,desktop
284218,2022-08-07,courseslanding_start_now.click,NULL,desktop
284221,2022-08-07,courseslanding_start_now.click,NULL,desktop
284228,2022-08-07,courseslanding_start_now.click,NULL,desktop
284234,2022-08-07,courseslanding_start_now.click,NULL,desktop
284241,2022-08-08,checkout_quarterly_completepayment.click.fail,"lastName field is required",desktop
284242,2022-08-07,courseslanding_start_now.click,NULL,desktop
284246,2022-08-07,courseslanding_start_now.click,NULL,mobile
284250,2022-08-07,courseslanding_start_now.click,NULL,desktop
284258,2022-08-07,checkout_monthly_completepayment.click.fail,"year field is required",desktop
284260,2022-08-07,courseslanding_start_now.click,NULL,mobile
284263,2022-08-07,courseslanding_start_now.click,NULL,desktop
284266,2022-08-11,checkout_annual_completepayment.click.success,NULL,mobile
284269,2022-08-07,courseslanding_start_now.click,NULL,desktop
284273,2022-08-07,courseslanding_start_now.click,NULL,desktop
284280,2022-08-07,courseslanding_start_now.click,NULL,desktop
284292,2022-08-09,checkout_monthly_completepayment.click.success,NULL,desktop
284295,2022-08-07,courseslanding_start_now.click,NULL,desktop
284303,2022-08-07,courseslanding_start_now.click,NULL,desktop
284305,2022-08-06,courseslanding_start_now.click,NULL,desktop
284311,2022-08-07,checkout_monthly_completepayment.click.success,NULL,desktop
284319,2022-08-07,courseslanding_start_now.click,NULL,mobile
284320,2022-08-07,checkout_monthly_completepayment.click.success,NULL,desktop
284323,2022-11-14,courseslanding_start_now.click,NULL,desktop
284334,2022-08-08,courseslanding_start_now.click,NULL,desktop
284335,2022-08-08,courseslanding_start_now.click,NULL,mobile
284342,2022-08-08,checkout_annual_completepayment.click.success,NULL,desktop
284344,2022-08-08,checkout_annual_completepayment.click.fail,"State field is required",desktop
284355,2022-08-08,courseslanding_start_now.click,NULL,desktop
284371,2022-08-19,courseslanding_start_now.click,NULL,desktop
284379,2022-08-08,checkout_annual_completepayment.click.success,NULL,desktop
284381,2022-08-08,courseslanding_start_now.click,NULL,mobile
284382,2022-08-08,courseslanding_start_now.click,NULL,desktop
284383,2022-08-08,courseslanding_start_now.click,NULL,desktop
284387,2022-10-14,courseslanding_start_now.click,NULL,desktop
284400,2022-08-08,courseslanding_start_now.click,NULL,desktop
284402,2022-08-09,checkout_annual_completepayment.click.success,NULL,desktop
284410,2022-08-08,courseslanding_start_now.click,NULL,mobile
284415,2022-08-10,checkout_monthly_completepayment.click.success,NULL,desktop
284416,2022-10-15,courseslanding_start_now.click,NULL,mobile
284420,2022-08-08,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
284423,2023-01-19,checkout_annual_completepayment.click.success,NULL,desktop
284434,2022-08-09,courseslanding_start_now.click,NULL,desktop
284438,2022-08-10,checkout_annual_completepayment.click.fail,"number field is required",desktop
284440,2022-08-08,courseslanding_start_now.click,NULL,desktop
284442,2022-08-08,courseslanding_start_now.click,NULL,desktop
284448,2022-08-08,courseslanding_start_now.click,NULL,mobile
284456,2022-08-08,courseslanding_start_now.click,NULL,desktop
284463,2022-08-08,courseslanding_start_now.click,NULL,desktop
284480,2022-08-08,courseslanding_start_now.click,NULL,desktop
284482,2022-08-19,checkout_monthly_completepayment.click.success,NULL,desktop
284484,2022-08-08,courseslanding_start_now.click,NULL,desktop
284492,2022-08-09,checkout_monthly_completepayment.click.success,NULL,desktop
284496,2022-08-09,courseslanding_start_now.click,NULL,desktop
284501,2022-08-09,courseslanding_start_now.click,NULL,desktop
284508,2022-11-19,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
284512,2022-08-09,checkout_monthly_completepayment.click.fail,"State field is required",desktop
284513,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop
284515,2022-08-09,courseslanding_start_now.click,NULL,desktop
284531,2022-07-25,courseslanding_start_now.click,NULL,desktop
284535,2022-08-08,courseslanding_start_now.click,NULL,desktop
284540,2022-08-11,courseslanding_start_now.click,NULL,desktop
284541,2022-08-09,courseslanding_start_now.click,NULL,mobile
284542,2022-08-09,courseslanding_start_now.click,NULL,desktop
284545,2022-08-09,courseslanding_start_now.click,NULL,desktop
284546,2022-08-09,courseslanding_start_now.click,NULL,desktop
284551,2022-08-09,courseslanding_start_now.click,NULL,desktop
284553,2022-10-30,courseslanding_start_now.click,NULL,desktop
284558,2022-08-04,courseslanding_start_now.click,NULL,mobile
284566,2022-08-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
284572,2022-08-16,courseslanding_start_now.click,NULL,mobile
284583,2022-08-09,courseslanding_start_now.click,NULL,desktop
284584,2022-08-09,courseslanding_start_now.click,NULL,desktop
284589,2022-08-09,courseslanding_start_now.click,NULL,desktop
284591,2022-08-09,courseslanding_start_now.click,NULL,desktop
284592,2022-08-09,courseslanding_start_now.click,NULL,desktop
284595,2022-08-09,courseslanding_start_now.click,NULL,desktop
284605,2022-08-09,courseslanding_start_now.click,NULL,mobile
284625,2023-01-11,courseslanding_start_now.click,NULL,mobile
284630,2022-08-10,checkout_sql-for-data-science-interviews_completepayment.click.success,NULL,desktop
284633,2022-08-10,checkout_monthly_completepayment.click.success,NULL,desktop
284641,2022-08-10,courseslanding_start_now.click,NULL,desktop
284643,2022-09-19,checkout_monthly_completepayment.click.success,NULL,desktop
284646,2022-08-10,courseslanding_start_now.click,NULL,desktop
284650,2022-11-02,courseslanding_start_now.click,NULL,desktop
284652,2022-08-10,courseslanding_start_now.click,NULL,desktop
284657,2022-08-10,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop
284663,2022-08-10,courseslanding_start_now.click,NULL,mobile
284671,2022-08-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
284680,2022-08-11,checkout_monthly_completepayment.click.success,NULL,desktop
284685,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile
284686,2022-08-10,courseslanding_start_now.click,NULL,desktop
284687,2022-08-10,courseslanding_start_now.click,NULL,mobile
284695,2022-08-10,checkout_data-strategy_completepayment.click.success,NULL,mobile
284698,2022-08-10,courseslanding_start_now.click,NULL,mobile
284717,2022-08-10,courseslanding_start_now.click,NULL,desktop
284722,2022-08-10,courseslanding_start_now.click,NULL,desktop
284732,2022-08-10,courseslanding_start_now.click,NULL,mobile
284738,2022-07-30,courseslanding_start_now.click,NULL,desktop
284743,2022-08-17,courseslanding_start_now.click,NULL,desktop
284772,2023-01-29,courseslanding_start_now.click,NULL,desktop
284775,2022-08-10,courseslanding_start_now.click,NULL,desktop
284778,2022-08-10,courseslanding_start_now.click,NULL,desktop
284781,2022-08-10,courseslanding_start_now.click,NULL,mobile
284794,2022-08-11,courseslanding_start_now.click,NULL,desktop
284809,2022-08-11,courseslanding_start_now.click,NULL,desktop
284818,2022-08-11,courseslanding_start_now.click,NULL,desktop
284820,2022-09-18,courseslanding_start_now.click,NULL,desktop
284828,2022-08-11,courseslanding_start_now.click,NULL,desktop
284830,2022-08-11,courseslanding_start_now.click,NULL,desktop
284835,2022-08-25,courseslanding_start_now.click,NULL,desktop
284842,2022-08-11,courseslanding_start_now.click,NULL,desktop
284845,2022-10-06,checkout_coins_completepayment.click.fail,"number field is required",desktop
284854,2022-08-11,checkout_quarterly_completepayment.click.success,NULL,mobile
284856,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
284857,2022-08-11,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
284863,2022-08-11,courseslanding_start_now.click,NULL,mobile
284872,2022-08-13,courseslanding_start_now.click,NULL,desktop
284873,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
284881,2022-08-11,courseslanding_start_now.click,NULL,desktop
284892,2022-08-11,courseslanding_start_now.click,NULL,mobile
284899,2022-11-05,courseslanding_start_now.click,NULL,desktop
284920,2022-08-11,courseslanding_start_now.click,NULL,desktop
284927,2022-08-31,checkout_annual_completepayment.click.fail,"number field is required",desktop
284937,2022-08-11,courseslanding_start_now.click,NULL,desktop
284948,2022-08-11,courseslanding_start_now.click,NULL,mobile
284951,2022-08-11,courseslanding_start_now.click,NULL,desktop
284954,2022-08-13,checkout_monthly_completepayment.click.success,NULL,desktop
284966,2022-08-11,courseslanding_start_now.click,NULL,desktop
284970,2022-08-11,courseslanding_start_now.click,NULL,desktop
284973,2022-12-09,courseslanding_start_now.click,NULL,desktop
284979,2022-08-11,courseslanding_start_now.click,NULL,desktop
284989,2022-08-11,courseslanding_start_now.click,NULL,desktop
285028,2022-08-12,courseslanding_start_now.click,NULL,desktop
285036,2022-08-29,courseslanding_start_now.click,NULL,desktop
285044,2022-08-12,courseslanding_start_now.click,NULL,desktop
285049,2022-12-13,courseslanding_start_now.click,NULL,desktop
285059,2022-08-13,courseslanding_start_now.click,NULL,mobile
285078,2022-08-12,courseslanding_start_now.click,NULL,mobile
285083,2022-08-12,courseslanding_start_now.click,NULL,desktop
285089,2022-08-12,courseslanding_start_now.click,NULL,desktop
285097,2022-08-12,courseslanding_start_now.click,NULL,desktop
285100,2022-08-12,courseslanding_start_now.click,NULL,desktop
285105,2022-09-21,courseslanding_start_now.click,NULL,desktop
285127,2022-08-12,courseslanding_start_now.click,NULL,desktop
285133,2022-08-12,courseslanding_start_now.click,NULL,desktop
285134,2022-08-12,courseslanding_start_now.click,NULL,desktop
285138,2022-09-07,courseslanding_start_now.click,NULL,desktop
285140,2022-12-20,courseslanding_start_now.click,NULL,mobile
285142,2022-08-12,courseslanding_start_now.click,NULL,desktop
285146,2022-08-12,courseslanding_start_now.click,NULL,desktop
285154,2022-08-12,checkout_annual_completepayment.click.success,NULL,desktop
285155,2022-08-12,courseslanding_start_now.click,NULL,mobile
285156,2022-08-12,courseslanding_start_now.click,NULL,desktop
285163,2022-08-12,courseslanding_start_now.click,NULL,desktop
285164,2022-08-12,courseslanding_start_now.click,NULL,desktop
285165,2022-08-12,courseslanding_start_now.click,NULL,desktop
285172,2022-08-12,courseslanding_start_now.click,NULL,desktop
285174,2022-08-12,courseslanding_start_now.click,NULL,desktop
285175,2022-08-12,courseslanding_start_now.click,NULL,desktop
285191,2022-08-13,courseslanding_start_now.click,NULL,desktop
285201,2022-08-25,checkout_monthly_completepayment.click.success,NULL,desktop
285207,2022-08-13,courseslanding_start_now.click,NULL,mobile
285216,2022-08-13,courseslanding_start_now.click,NULL,desktop
285218,2022-08-13,courseslanding_start_now.click,NULL,mobile
285219,2022-08-13,courseslanding_start_now.click,NULL,desktop
285226,2022-08-13,courseslanding_start_now.click,NULL,desktop
285231,2022-08-13,courseslanding_start_now.click,NULL,desktop
285240,2022-08-13,courseslanding_start_now.click,NULL,mobile
285250,2022-08-13,courseslanding_start_now.click,NULL,mobile
285252,2022-08-13,checkout_monthly_completepayment.click.success,NULL,desktop
285253,2022-08-13,courseslanding_start_now.click,NULL,desktop
285259,2022-08-13,courseslanding_start_now.click,NULL,desktop
285283,2022-10-02,courseslanding_start_now.click,NULL,mobile
285286,2022-08-13,courseslanding_start_now.click,NULL,desktop
285291,2022-08-13,courseslanding_start_now.click,NULL,desktop
285295,2022-08-13,courseslanding_start_now.click,NULL,desktop
285298,2022-12-25,courseslanding_start_now.click,NULL,mobile
285303,2022-08-13,courseslanding_start_now.click,NULL,desktop
285311,2022-08-19,courseslanding_start_now.click,NULL,desktop
285322,2022-08-18,checkout_monthly_completepayment.click.success,NULL,desktop
285331,2022-08-14,courseslanding_start_now.click,NULL,desktop
285332,2022-08-12,courseslanding_start_now.click,NULL,mobile
285334,2022-08-14,courseslanding_start_now.click,NULL,desktop
285336,2022-07-07,courseslanding_start_now.click,NULL,desktop
285337,2022-08-14,courseslanding_start_now.click,NULL,mobile
285351,2022-08-14,courseslanding_start_now.click,NULL,desktop
285353,2022-08-14,courseslanding_start_now.click,NULL,desktop
285365,2022-08-14,courseslanding_start_now.click,NULL,desktop
285367,2022-08-14,courseslanding_start_now.click,NULL,desktop
285371,2022-08-13,courseslanding_start_now.click,NULL,desktop
285372,2022-08-14,courseslanding_start_now.click,NULL,desktop
285396,2022-08-14,courseslanding_start_now.click,NULL,desktop
285397,2022-07-19,courseslanding_start_now.click,NULL,mobile
285409,2022-08-14,courseslanding_start_now.click,NULL,desktop
285410,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
285411,2022-08-14,checkout_annual_completepayment.click.fail,"year field is required",desktop
285433,2022-08-14,courseslanding_start_now.click,NULL,desktop
285453,2022-08-14,courseslanding_start_now.click,NULL,desktop
285454,2022-08-14,courseslanding_start_now.click,NULL,desktop
285459,2022-08-14,courseslanding_start_now.click,NULL,desktop
285461,2022-08-14,courseslanding_start_now.click,NULL,desktop
285481,2022-08-14,courseslanding_start_now.click,NULL,mobile
285489,2022-08-14,courseslanding_start_now.click,NULL,desktop
285496,2022-08-15,courseslanding_start_now.click,NULL,desktop
285499,2022-08-15,courseslanding_start_now.click,NULL,desktop
285501,2022-08-14,courseslanding_start_now.click,NULL,desktop
285504,2022-09-23,checkout_annual_completepayment.click.fail,"State field is required",desktop
285511,2022-08-15,courseslanding_start_now.click,NULL,desktop
